age,education-num,sex,capital-gain,hours-per-week,salary
32,13, Female,0,40, <=50K
39,13, Male,0,50, >50K
57,9, Female,0,45, <=50K
57,14, Male,0,40, >50K
50,9, Male,0,60, <=50K
44,13, Male,15024,65, >50K
56,11, Male,0,40, >50K
26,14, Female,0,48, <=50K
22,10, Female,0,40, <=50K
26,11, Male,0,65, <=50K
33,13, Male,0,40, >50K
36,11, Male,0,60, >50K
45,10, Male,0,40, >50K
56,16, Female,0,38, <=50K
23,10, Male,0,36, <=50K
23,10, Male,0,25, <=50K
35,13, Male,0,40, <=50K
39,13, Female,7688,32, >50K
45,9, Male,0,40, <=50K
21,10, Female,0,25, <=50K
56,9, Male,0,40, <=50K
31,9, Female,0,40, <=50K
44,8, Male,0,36, <=50K
21,10, Male,0,10, <=50K
31,9, Male,5013,40, <=50K
20,9, Male,0,38, <=50K
17,7, Female,0,40, <=50K
44,9, Male,0,40, >50K
19,10, Female,0,23, <=50K
71,9, Male,0,24, <=50K
23,10, Female,0,40, <=50K
21,9, Male,0,40, <=50K
29,14, Male,0,15, <=50K
33,10, Female,0,30, <=50K
46,9, Male,0,48, >50K
21,10, Female,0,40, <=50K
36,10, Male,15024,60, >50K
70,14, Male,9386,30, >50K
19,9, Female,0,37, <=50K
29,10, Female,0,40, <=50K
34,12, Male,0,50, <=50K
26,10, Male,0,40, <=50K
30,13, Female,0,40, <=50K
34,10, Female,0,40, <=50K
24,13, Male,0,25, <=50K
28,9, Male,0,48, <=50K
24,10, Male,0,40, <=50K
76,13, Male,20051,50, >50K
19,8, Male,0,40, <=50K
45,6, Male,2829,40, <=50K
24,10, Male,0,30, >50K
37,13, Male,0,40, >50K
24,13, Male,0,30, <=50K
24,13, Female,0,42, <=50K
40,9, Male,0,45, >50K
20,10, Male,0,20, <=50K
23,7, Male,0,40, <=50K
25,10, Female,0,40, <=50K
64,12, Female,0,30, <=50K
53,14, Male,0,55, >50K
28,10, Female,0,40, <=50K
52,14, Male,0,40, >50K
28,15, Male,0,50, <=50K
31,12, Male,0,55, >50K
77,13, Female,0,10, <=50K
22,9, Male,0,40, <=50K
17,7, Female,0,20, <=50K
38,13, Male,0,55, <=50K
45,7, Male,0,40, <=50K
25,10, Female,0,40, <=50K
50,9, Male,0,40, >50K
53,9, Male,0,60, <=50K
24,9, Male,0,40, <=50K
33,9, Male,0,50, >50K
57,14, Male,15024,40, >50K
39,15, Female,15024,48, >50K
30,10, Male,0,30, <=50K
31,9, Male,0,40, >50K
39,10, Male,0,40, <=50K
30,13, Female,0,65, <=50K
48,10, Female,0,44, <=50K
62,14, Female,0,40, <=50K
39,9, Male,0,45, >50K
34,9, Male,0,40, <=50K
45,14, Male,0,50, >50K
32,7, Female,0,40, <=50K
40,10, Female,0,50, <=50K
17,6, Female,0,15, <=50K
19,6, Male,0,25, <=50K
25,9, Male,0,84, <=50K
42,10, Male,0,57, <=50K
66,13, Male,0,99, <=50K
63,9, Male,0,70, <=50K
43,4, Male,0,25, <=50K
26,9, Male,0,20, <=50K
23,9, Female,0,40, >50K
39,15, Male,0,55, >50K
47,9, Male,0,40, >50K
36,9, Female,0,48, <=50K
35,9, Male,0,40, <=50K
25,9, Male,0,40, <=50K
21,10, Female,0,15, <=50K
46,9, Female,0,40, <=50K
43,6, Male,0,40, <=50K
31,16, Male,0,70, >50K
41,9, Female,0,60, <=50K
50,9, Female,0,35, <=50K
36,7, Female,0,32, <=50K
31,9, Female,0,20, <=50K
45,4, Male,0,65, >50K
50,7, Male,0,50, >50K
52,4, Female,0,50, <=50K
40,16, Male,0,40, >50K
55,13, Male,15024,55, >50K
64,6, Male,0,56, >50K
51,15, Male,0,40, >50K
30,10, Male,7688,40, >50K
56,14, Female,0,39, <=50K
35,9, Male,0,48, <=50K
55,6, Male,0,35, <=50K
30,9, Female,0,40, <=50K
34,9, Male,0,40, <=50K
36,11, Female,0,40, >50K
43,9, Male,0,60, <=50K
24,10, Male,0,50, <=50K
30,6, Male,0,40, <=50K
33,11, Male,0,70, <=50K
32,12, Male,0,40, <=50K
29,13, Female,0,40, <=50K
50,9, Male,3137,47, <=50K
18,7, Male,0,15, <=50K
20,7, Female,0,25, <=50K
45,14, Male,0,45, >50K
22,10, Male,0,35, <=50K
45,15, Male,0,40, >50K
41,9, Male,0,40, <=50K
42,4, Female,0,35, <=50K
24,13, Male,0,40, <=50K
22,9, Male,0,35, <=50K
28,9, Male,0,45, >50K
23,10, Male,0,35, <=50K
21,4, Female,0,38, <=50K
23,13, Female,0,20, <=50K
45,10, Female,0,48, <=50K
41,9, Female,0,40, <=50K
49,9, Male,0,40, >50K
38,10, Female,0,40, <=50K
37,9, Male,0,40, <=50K
70,13, Male,0,32, <=50K
24,9, Female,2597,40, <=50K
28,13, Female,0,40, <=50K
24,11, Female,0,20, <=50K
83,6, Male,20051,50, >50K
69,16, Male,0,40, >50K
37,9, Female,0,40, <=50K
28,13, Female,0,40, <=50K
54,10, Female,0,40, <=50K
71,9, Male,0,45, >50K
56,9, Female,0,40, <=50K
27,13, Female,0,45, <=50K
42,14, Male,99999,80, >50K
21,9, Male,0,44, <=50K
29,11, Male,0,40, <=50K
27,4, Male,0,24, <=50K
32,13, Male,0,50, >50K
31,10, Male,0,40, <=50K
38,10, Female,4650,72, <=50K
55,16, Male,0,40, >50K
48,9, Male,0,45, <=50K
58,9, Male,0,80, <=50K
23,10, Female,0,40, <=50K
28,10, Female,0,50, <=50K
49,10, Male,0,46, <=50K
51,9, Female,0,40, <=50K
23,9, Male,0,53, <=50K
40,9, Male,0,50, <=50K
59,9, Male,0,40, <=50K
47,13, Female,0,50, <=50K
37,9, Male,0,50, <=50K
39,12, Male,1506,40, <=50K
43,10, Male,0,60, <=50K
40,11, Male,0,60, <=50K
48,6, Male,0,40, >50K
29,5, Female,0,48, <=50K
48,10, Male,0,50, >50K
37,13, Male,0,30, <=50K
19,9, Male,4101,48, <=50K
28,6, Female,0,30, <=50K
56,3, Male,0,40, <=50K
45,9, Male,0,60, <=50K
60,10, Male,0,40, <=50K
53,14, Male,0,42, >50K
37,9, Male,0,40, <=50K
31,9, Male,0,40, <=50K
29,11, Male,0,44, >50K
31,9, Female,0,36, <=50K
39,9, Male,0,40, <=50K
31,13, Male,0,40, >50K
42,13, Male,15024,45, >50K
17,7, Female,0,16, <=50K
19,9, Female,0,20, <=50K
24,13, Male,0,32, <=50K
62,9, Male,6418,40, >50K
34,2, Female,0,40, <=50K
47,14, Male,15024,55, >50K
58,13, Female,0,62, <=50K
23,11, Female,0,36, <=50K
33,9, Female,0,40, <=50K
76,9, Male,0,6, <=50K
40,9, Female,0,50, <=50K
28,4, Female,0,50, <=50K
41,10, Female,0,40, <=50K
46,9, Male,7688,96, >50K
22,10, Female,0,40, <=50K
29,11, Male,0,40, <=50K
26,9, Male,0,40, <=50K
31,13, Male,8614,40, >50K
22,9, Female,0,25, <=50K
41,10, Male,0,43, <=50K
29,9, Male,0,40, <=50K
60,11, Male,7298,40, >50K
72,9, Male,0,40, >50K
41,10, Male,0,65, <=50K
19,10, Female,0,25, <=50K
25,13, Male,0,40, <=50K
24,13, Male,0,45, <=50K
59,5, Male,0,30, <=50K
17,7, Male,0,30, <=50K
59,13, Male,0,40, >50K
69,10, Male,1848,1, <=50K
25,10, Male,2885,43, <=50K
50,9, Male,0,60, <=50K
29,9, Female,0,40, <=50K
43,9, Male,0,55, <=50K
29,10, Female,0,10, <=50K
29,10, Male,0,40, <=50K
32,10, Male,0,40, >50K
17,6, Male,0,6, <=50K
50,9, Male,0,45, >50K
43,10, Male,0,50, <=50K
41,9, Female,0,40, <=50K
32,13, Female,0,40, >50K
54,14, Female,0,45, >50K
65,9, Male,0,40, >50K
18,9, Female,0,40, <=50K
70,10, Male,0,40, >50K
53,14, Male,0,55, >50K
37,13, Male,0,60, >50K
21,10, Male,0,30, <=50K
20,9, Male,0,40, <=50K
47,9, Male,0,38, <=50K
26,9, Male,3942,45, <=50K
31,15, Male,0,50, <=50K
45,10, Male,0,40, <=50K
35,9, Female,0,40, <=50K
55,13, Male,0,45, >50K
49,14, Male,0,50, >50K
33,9, Male,0,40, <=50K
30,15, Male,0,55, <=50K
19,10, Male,0,15, <=50K
48,13, Male,0,60, >50K
41,10, Male,0,40, >50K
29,13, Male,0,35, >50K
47,14, Male,0,48, >50K
53,14, Male,0,40, >50K
19,10, Female,0,10, <=50K
71,9, Female,0,16, <=50K
29,10, Female,0,25, <=50K
43,10, Male,0,40, <=50K
23,13, Female,0,30, <=50K
52,10, Female,0,40, <=50K
56,13, Male,0,40, >50K
28,6, Male,0,40, <=50K
44,13, Male,0,80, <=50K
37,13, Female,0,40, <=50K
30,11, Male,0,50, >50K
31,9, Male,0,40, <=50K
20,10, Female,0,25, <=50K
64,9, Male,0,65, >50K
45,9, Male,0,40, <=50K
40,10, Male,0,50, >50K
19,9, Male,0,52, <=50K
54,13, Male,0,45, >50K
61,16, Male,0,40, >50K
18,7, Female,0,20, <=50K
62,9, Male,0,40, >50K
33,11, Male,0,40, <=50K
51,9, Female,0,37, <=50K
54,9, Male,0,40, <=50K
24,10, Male,0,24, <=50K
54,10, Female,0,40, <=50K
42,13, Male,0,45, >50K
51,14, Male,0,50, >50K
41,10, Female,0,40, >50K
47,12, Male,0,40, <=50K
31,10, Female,0,40, <=50K
21,11, Male,0,40, <=50K
52,10, Female,0,40, <=50K
20,10, Female,0,15, <=50K
18,9, Female,0,25, <=50K
58,9, Female,0,60, <=50K
23,9, Female,0,40, <=50K
21,10, Female,0,20, <=50K
43,11, Male,0,40, <=50K
53,9, Male,0,40, <=50K
18,9, Female,0,40, <=50K
44,13, Male,0,40, >50K
31,13, Male,0,50, <=50K
48,2, Male,0,40, <=50K
55,14, Female,0,35, <=50K
24,10, Female,0,20, <=50K
41,14, Male,0,40, >50K
35,9, Male,0,40, >50K
47,11, Female,0,40, <=50K
54,10, Male,0,32, <=50K
40,13, Male,0,40, <=50K
56,10, Female,0,48, <=50K
23,11, Male,0,40, <=50K
34,9, Male,0,60, <=50K
27,9, Male,0,40, <=50K
32,13, Male,0,40, >50K
72,10, Male,0,74, <=50K
43,8, Male,0,40, <=50K
32,12, Female,0,35, <=50K
53,10, Male,0,40, <=50K
18,8, Male,0,10, <=50K
38,6, Male,114,40, <=50K
41,11, Female,0,40, <=50K
29,9, Male,0,45, <=50K
70,10, Male,0,4, >50K
46,13, Female,0,50, <=50K
47,10, Female,0,40, <=50K
56,10, Female,0,15, <=50K
28,9, Male,2829,40, <=50K
55,15, Male,15024,40, >50K
50,13, Male,6849,40, <=50K
47,7, Female,0,40, <=50K
42,9, Male,0,40, <=50K
22,10, Male,0,25, <=50K
42,3, Male,0,44, <=50K
42,10, Female,0,40, <=50K
46,9, Female,0,40, <=50K
45,10, Male,15024,99, >50K
55,9, Male,0,55, <=50K
57,13, Male,0,40, >50K
25,8, Male,0,40, <=50K
43,9, Male,0,30, <=50K
34,13, Male,0,60, <=50K
27,13, Female,0,40, <=50K
25,9, Female,2176,40, <=50K
37,10, Female,0,40, <=50K
48,10, Male,0,45, <=50K
38,9, Male,0,45, <=50K
17,6, Male,594,30, <=50K
70,11, Male,9386,50, >50K
37,9, Female,0,37, <=50K
45,9, Male,0,46, <=50K
56,9, Male,0,55, >50K
64,9, Male,0,40, <=50K
35,10, Female,0,38, <=50K
23,9, Male,0,40, <=50K
42,9, Male,0,90, <=50K
23,10, Male,0,30, <=50K
26,10, Male,0,12, <=50K
56,9, Male,0,40, >50K
41,13, Male,0,40, >50K
47,3, Male,0,50, <=50K
21,10, Male,0,40, <=50K
29,9, Male,0,40, <=50K
32,10, Male,0,50, <=50K
72,5, Female,0,20, <=50K
69,15, Male,99999,40, >50K
19,10, Male,0,25, <=50K
25,13, Male,0,25, <=50K
56,10, Male,0,50, >50K
42,14, Female,8614,50, >50K
58,13, Female,0,35, <=50K
24,13, Male,0,40, <=50K
41,11, Female,0,38, >50K
40,6, Male,0,40, >50K
37,9, Male,0,45, <=50K
25,12, Female,0,40, <=50K
43,13, Female,0,40, >50K
36,9, Male,0,40, <=50K
41,9, Male,0,40, <=50K
31,13, Female,0,40, <=50K
22,9, Female,0,40, <=50K
36,11, Male,0,40, <=50K
42,6, Male,0,40, <=50K
29,9, Male,0,60, <=50K
25,9, Female,0,46, <=50K
23,13, Male,0,40, <=50K
34,9, Female,0,20, <=50K
27,9, Male,2580,45, <=50K
32,13, Male,15024,50, >50K
33,10, Male,0,40, <=50K
38,13, Female,0,55, <=50K
21,10, Male,0,30, <=50K
39,11, Male,0,40, <=50K
50,13, Male,0,40, >50K
32,10, Male,0,30, <=50K
40,9, Male,0,40, >50K
58,10, Male,15024,40, >50K
20,9, Female,0,20, <=50K
63,9, Female,0,40, <=50K
56,13, Male,0,50, <=50K
30,13, Male,0,40, <=50K
39,10, Female,0,39, <=50K
25,12, Male,0,50, >50K
33,9, Male,0,40, >50K
41,13, Male,0,40, <=50K
50,10, Male,0,40, <=50K
44,10, Male,0,40, <=50K
27,13, Male,0,40, <=50K
27,13, Male,13550,40, >50K
58,3, Male,0,40, <=50K
25,10, Male,0,15, <=50K
31,9, Female,0,40, <=50K
39,9, Male,0,50, >50K
55,11, Male,0,40, >50K
22,11, Female,0,12, <=50K
44,12, Male,0,40, <=50K
41,11, Female,0,5, <=50K
44,8, Female,0,40, <=50K
61,4, Male,0,54, <=50K
32,11, Male,0,40, <=50K
35,13, Male,0,45, >50K
28,10, Male,0,40, <=50K
57,13, Male,0,40, >50K
32,16, Male,0,65, >50K
46,4, Female,0,40, <=50K
26,9, Female,0,20, <=50K
43,9, Male,0,40, <=50K
62,9, Female,0,35, <=50K
60,14, Male,0,38, >50K
67,9, Female,0,20, <=50K
19,9, Female,0,30, <=50K
55,9, Female,0,40, <=50K
48,6, Male,0,65, >50K
19,9, Female,0,20, <=50K
19,10, Female,0,30, <=50K
43,9, Female,0,40, <=50K
31,16, Female,0,90, <=50K
65,10, Female,0,45, <=50K
32,9, Female,0,40, <=50K
36,14, Male,0,40, >50K
41,9, Male,0,40, <=50K
33,10, Male,3908,40, <=50K
72,6, Male,0,12, <=50K
34,13, Male,0,50, >50K
27,10, Male,0,45, <=50K
75,7, Male,0,50, <=50K
39,6, Female,0,15, <=50K
51,9, Male,0,40, >50K
47,9, Male,0,40, <=50K
31,10, Male,0,40, <=50K
40,14, Female,0,40, >50K
48,9, Female,0,30, <=50K
36,13, Male,0,40, <=50K
18,9, Male,0,20, <=50K
33,9, Female,0,40, <=50K
34,14, Male,0,40, <=50K
51,10, Male,3103,48, >50K
39,12, Female,0,40, <=50K
20,9, Male,0,35, <=50K
67,10, Female,0,20, <=50K
42,11, Female,0,60, <=50K
59,7, Male,0,40, <=50K
31,9, Male,0,40, <=50K
19,10, Female,2036,30, <=50K
47,10, Female,0,48, <=50K
68,4, Male,0,30, <=50K
30,10, Male,0,40, <=50K
34,9, Male,0,60, <=50K
49,4, Male,0,40, <=50K
38,10, Male,0,40, >50K
60,10, Male,7298,40, >50K
51,10, Male,0,40, >50K
24,13, Male,0,40, <=50K
18,10, Female,0,35, <=50K
24,13, Female,0,40, <=50K
21,3, Male,0,40, <=50K
48,9, Female,0,40, >50K
52,5, Female,0,40, <=50K
48,9, Male,0,40, <=50K
40,13, Male,7688,66, >50K
29,7, Female,3418,48, <=50K
20,10, Female,0,20, <=50K
31,9, Female,0,25, <=50K
30,10, Male,0,50, <=50K
30,9, Male,0,40, <=50K
51,9, Female,0,40, <=50K
29,11, Female,0,40, <=50K
56,14, Male,0,16, <=50K
46,13, Female,0,40, <=50K
41,10, Female,0,40, <=50K
29,3, Female,0,40, <=50K
48,9, Male,0,30, <=50K
34,9, Female,0,50, <=50K
42,11, Male,0,50, <=50K
25,9, Female,0,30, <=50K
47,7, Female,0,40, <=50K
23,9, Male,0,40, <=50K
43,11, Male,0,22, <=50K
19,10, Female,0,35, <=50K
22,9, Male,0,40, <=50K
40,13, Female,0,70, <=50K
41,11, Male,0,40, <=50K
71,13, Male,0,60, >50K
42,9, Male,0,45, <=50K
31,13, Male,0,47, <=50K
69,10, Male,0,32, <=50K
58,9, Male,0,70, <=50K
36,7, Female,0,12, <=50K
31,9, Male,0,65, <=50K
20,10, Female,594,35, <=50K
41,9, Female,0,40, <=50K
35,10, Male,0,40, <=50K
62,4, Male,0,40, <=50K
28,13, Female,0,15, <=50K
27,8, Male,0,55, <=50K
17,7, Male,0,40, <=50K
35,9, Male,0,50, >50K
45,10, Female,0,99, <=50K
44,13, Female,0,40, <=50K
27,11, Female,0,40, <=50K
51,5, Male,0,40, <=50K
49,9, Female,0,45, <=50K
64,6, Male,0,10, >50K
54,4, Male,0,45, <=50K
43,9, Male,0,40, <=50K
32,9, Male,0,35, <=50K
36,12, Male,10520,43, >50K
26,9, Male,0,50, >50K
37,13, Male,0,50, >50K
38,12, Female,0,40, <=50K
26,8, Male,0,40, <=50K
50,13, Male,0,50, >50K
47,10, Male,7298,40, >50K
42,9, Female,0,40, <=50K
66,9, Female,0,40, <=50K
43,9, Female,0,32, <=50K
37,13, Male,0,45, >50K
37,6, Female,0,35, <=50K
25,10, Female,0,40, <=50K
29,13, Male,0,50, >50K
63,9, Male,0,40, >50K
50,12, Male,3103,40, >50K
42,14, Male,0,70, <=50K
32,9, Male,0,40, <=50K
42,10, Male,0,40, >50K
41,9, Male,0,50, <=50K
25,13, Male,3325,40, <=50K
65,9, Male,0,50, <=50K
32,10, Male,0,50, <=50K
32,9, Male,0,10, <=50K
24,10, Male,0,60, <=50K
51,9, Female,0,40, <=50K
67,6, Female,0,35, <=50K
28,7, Female,0,35, <=50K
32,10, Male,0,55, >50K
77,15, Male,0,40, <=50K
47,9, Female,0,20, <=50K
26,9, Male,0,40, <=50K
20,10, Male,0,20, <=50K
57,10, Male,0,35, >50K
40,16, Male,0,45, <=50K
50,14, Male,0,40, >50K
19,4, Male,0,45, <=50K
54,8, Male,0,40, <=50K
51,10, Male,0,40, >50K
51,13, Male,0,50, >50K
38,10, Male,7688,40, >50K
68,13, Male,0,25, <=50K
17,8, Female,0,20, <=50K
32,13, Male,0,40, <=50K
29,10, Male,0,45, <=50K
42,10, Male,0,40, <=50K
40,9, Female,0,40, <=50K
27,10, Male,0,40, <=50K
22,13, Female,0,20, <=50K
58,7, Female,0,40, <=50K
61,13, Male,0,45, >50K
42,13, Female,0,35, >50K
49,14, Male,0,40, <=50K
41,13, Male,0,40, <=50K
43,9, Female,0,40, <=50K
46,13, Male,0,40, >50K
28,9, Male,0,45, >50K
39,10, Male,7688,50, >50K
50,10, Male,7688,40, >50K
57,10, Male,0,40, <=50K
47,9, Female,0,38, <=50K
79,9, Male,0,40, <=50K
40,9, Female,0,45, <=50K
35,13, Male,0,40, <=50K
35,13, Male,0,80, <=50K
30,13, Male,0,60, >50K
26,6, Male,0,40, <=50K
49,9, Female,1506,40, <=50K
48,9, Male,0,40, <=50K
22,10, Male,0,45, <=50K
22,7, Female,0,30, <=50K
50,6, Female,0,47, <=50K
47,9, Male,0,60, <=50K
36,9, Male,0,50, <=50K
44,12, Male,0,40, >50K
73,5, Female,0,9, <=50K
24,9, Female,0,45, <=50K
34,13, Male,0,40, >50K
37,10, Male,0,40, <=50K
28,8, Female,0,20, <=50K
46,10, Female,0,40, >50K
20,10, Female,0,35, <=50K
29,3, Male,0,40, <=50K
24,11, Male,0,40, <=50K
29,10, Male,0,35, <=50K
18,8, Female,0,20, <=50K
41,13, Female,0,90, >50K
59,9, Male,0,40, >50K
27,3, Male,0,50, <=50K
50,12, Male,0,45, <=50K
25,2, Male,0,24, <=50K
42,13, Female,0,45, <=50K
36,10, Male,0,40, <=50K
62,10, Male,0,60, >50K
71,11, Female,0,40, <=50K
38,13, Male,0,55, >50K
44,9, Female,0,40, <=50K
19,6, Male,0,30, <=50K
49,10, Male,0,60, <=50K
60,13, Male,7688,40, >50K
28,9, Male,0,40, <=50K
26,13, Female,0,55, <=50K
18,7, Male,0,12, <=50K
43,11, Male,0,50, >50K
65,8, Male,2009,44, <=50K
23,6, Male,0,44, <=50K
21,10, Female,0,35, <=50K
20,9, Male,0,40, <=50K
19,10, Female,0,18, <=50K
77,9, Female,0,32, <=50K
32,11, Male,0,40, <=50K
37,10, Male,0,30, <=50K
29,9, Male,0,45, <=50K
59,16, Male,0,45, >50K
22,10, Male,0,40, <=50K
30,13, Female,0,20, <=50K
31,9, Male,0,48, >50K
59,9, Male,0,60, <=50K
29,10, Female,0,40, >50K
56,9, Male,0,50, >50K
19,10, Female,0,20, <=50K
37,9, Male,0,40, <=50K
58,14, Male,0,40, >50K
41,14, Male,0,40, >50K
29,9, Male,0,38, <=50K
38,9, Male,0,50, <=50K
36,14, Male,0,50, >50K
19,10, Male,594,40, <=50K
46,9, Female,0,28, >50K
42,14, Female,0,45, >50K
29,10, Female,0,40, <=50K
42,13, Male,7688,40, >50K
29,12, Male,0,40, <=50K
47,14, Female,0,40, <=50K
37,7, Male,0,40, >50K
39,9, Male,0,45, <=50K
46,13, Female,0,35, >50K
28,12, Male,0,40, <=50K
36,10, Male,0,56, >50K
39,9, Female,0,40, <=50K
44,10, Male,0,40, <=50K
70,9, Female,2964,12, <=50K
60,9, Male,0,40, <=50K
35,13, Female,0,50, >50K
59,13, Male,0,48, >50K
21,10, Female,0,60, <=50K
22,12, Female,0,16, <=50K
31,10, Male,15024,50, >50K
40,13, Male,0,50, >50K
33,9, Male,0,45, >50K
41,14, Male,0,60, <=50K
31,12, Female,0,35, >50K
62,11, Male,0,40, <=50K
43,9, Female,0,35, <=50K
28,13, Female,0,60, <=50K
43,6, Male,0,40, >50K
55,14, Male,3103,55, >50K
42,9, Female,0,25, <=50K
23,13, Female,0,40, <=50K
55,10, Male,0,40, >50K
44,13, Male,99999,45, >50K
19,7, Female,0,32, <=50K
23,9, Male,0,40, <=50K
41,9, Female,0,50, <=50K
63,9, Male,0,20, <=50K
51,9, Female,0,40, <=50K
49,9, Male,0,90, <=50K
29,14, Female,0,20, <=50K
25,10, Male,8614,40, >50K
44,15, Male,99999,50, >50K
17,7, Male,0,30, <=50K
42,14, Male,0,40, >50K
21,7, Female,0,35, <=50K
26,10, Male,0,40, <=50K
24,10, Male,0,40, <=50K
30,13, Male,0,42, >50K
58,13, Female,27828,50, >50K
19,9, Male,0,28, <=50K
65,4, Female,0,24, <=50K
52,10, Male,0,60, >50K
17,6, Male,0,20, <=50K
27,9, Male,0,22, <=50K
53,15, Female,0,40, <=50K
24,13, Female,0,40, <=50K
37,10, Male,0,40, >50K
34,11, Female,0,18, <=50K
40,12, Male,8614,50, >50K
49,9, Male,0,40, >50K
86,14, Female,0,40, <=50K
49,11, Female,15024,60, >50K
43,7, Male,0,60, <=50K
47,10, Female,0,35, <=50K
32,9, Male,0,50, >50K
30,11, Male,0,60, <=50K
25,9, Male,0,40, <=50K
42,13, Male,0,40, >50K
60,10, Male,0,65, <=50K
46,10, Male,4386,38, >50K
39,10, Male,0,40, >50K
28,12, Male,0,70, >50K
26,6, Male,0,55, <=50K
27,10, Female,0,40, <=50K
59,10, Male,0,40, <=50K
64,9, Male,0,40, <=50K
90,9, Male,2964,12, <=50K
51,10, Female,0,45, >50K
36,9, Male,0,40, <=50K
39,4, Female,0,40, <=50K
30,9, Male,0,25, <=50K
47,14, Male,0,40, >50K
32,14, Male,0,60, >50K
24,12, Female,0,40, <=50K
23,9, Male,0,30, <=50K
62,9, Male,0,20, <=50K
48,10, Female,0,20, <=50K
62,8, Male,0,40, <=50K
35,13, Male,0,65, <=50K
27,13, Male,0,40, <=50K
49,10, Female,0,35, <=50K
18,6, Male,0,20, <=50K
19,10, Female,0,30, <=50K
63,12, Male,0,40, >50K
54,9, Female,0,40, <=50K
24,10, Female,0,40, >50K
61,6, Male,0,50, >50K
50,9, Male,0,48, >50K
36,13, Male,0,40, >50K
21,10, Male,0,50, <=50K
38,15, Male,99999,50, >50K
30,10, Male,0,40, <=50K
22,9, Male,2907,40, <=50K
33,10, Female,0,52, <=50K
39,9, Male,0,38, >50K
42,9, Male,0,50, >50K
47,9, Male,0,40, <=50K
42,13, Male,0,33, <=50K
29,13, Male,0,40, <=50K
35,13, Male,0,55, <=50K
23,10, Female,0,30, <=50K
28,10, Male,0,60, <=50K
34,9, Female,0,40, <=50K
40,10, Female,0,40, <=50K
67,9, Female,0,30, <=50K
49,9, Male,0,40, <=50K
34,9, Female,0,40, <=50K
60,13, Male,0,40, <=50K
26,13, Male,2463,35, <=50K
25,9, Male,0,40, <=50K
40,10, Female,1831,30, <=50K
56,9, Male,0,40, <=50K
35,12, Male,0,45, >50K
54,9, Male,0,40, <=50K
25,13, Female,3325,40, <=50K
28,13, Male,0,40, <=50K
31,13, Male,0,40, <=50K
45,9, Female,0,40, <=50K
52,9, Male,5013,40, <=50K
39,14, Female,0,50, <=50K
19,9, Male,0,40, <=50K
23,8, Male,0,40, <=50K
23,4, Male,0,40, <=50K
52,11, Male,15024,40, >50K
33,15, Male,0,60, >50K
35,13, Female,0,50, <=50K
58,9, Male,0,40, <=50K
61,9, Male,0,45, >50K
39,13, Male,99999,70, >50K
38,7, Male,0,40, <=50K
59,9, Male,0,40, >50K
41,13, Male,0,50, >50K
27,5, Female,0,50, <=50K
19,7, Male,0,10, <=50K
22,10, Male,0,20, <=50K
59,12, Female,0,40, <=50K
37,9, Male,3103,45, >50K
31,8, Male,0,43, <=50K
18,7, Male,0,40, <=50K
20,10, Female,0,35, <=50K
28,9, Male,0,60, <=50K
28,10, Female,0,30, <=50K
49,13, Male,0,40, <=50K
38,9, Male,0,40, >50K
19,9, Male,0,20, <=50K
43,13, Male,7298,40, >50K
28,9, Male,15024,40, >50K
41,10, Female,0,24, <=50K
50,14, Male,0,65, >50K
46,13, Male,0,40, <=50K
20,10, Male,0,40, <=50K
45,13, Male,0,60, >50K
28,10, Female,0,50, <=50K
37,10, Female,0,40, <=50K
46,16, Male,0,50, >50K
66,9, Male,0,40, <=50K
35,10, Female,0,40, <=50K
38,13, Female,0,50, >50K
25,7, Male,0,45, <=50K
55,15, Male,15024,40, >50K
48,4, Male,0,40, <=50K
56,10, Female,0,38, <=50K
47,14, Male,0,45, <=50K
55,13, Male,0,40, >50K
41,12, Male,0,40, <=50K
47,10, Male,0,65, >50K
40,9, Male,6849,43, <=50K
41,13, Male,0,40, <=50K
21,10, Female,0,20, <=50K
52,9, Male,0,40, <=50K
62,16, Male,15020,50, >50K
46,7, Male,0,45, >50K
21,10, Male,0,20, <=50K
35,13, Male,0,40, <=50K
29,9, Female,0,40, <=50K
21,6, Male,3908,40, <=50K
35,9, Male,0,50, <=50K
46,13, Male,0,50, >50K
70,9, Male,0,40, <=50K
35,16, Male,0,40, >50K
34,10, Male,0,60, <=50K
21,11, Male,0,30, <=50K
29,9, Male,0,60, <=50K
41,14, Male,0,60, >50K
51,9, Male,0,40, <=50K
22,9, Female,0,40, <=50K
47,13, Male,0,40, <=50K
42,15, Male,15024,65, >50K
19,9, Female,0,40, <=50K
46,13, Male,15024,40, >50K
23,10, Male,0,40, <=50K
49,9, Male,0,40, <=50K
58,13, Female,0,40, <=50K
41,13, Male,0,50, >50K
50,13, Male,0,40, >50K
77,9, Female,0,10, <=50K
27,11, Male,0,60, <=50K
29,9, Male,0,60, <=50K
54,1, Male,0,40, <=50K
39,10, Female,0,37, <=50K
32,10, Male,0,50, <=50K
36,13, Male,0,40, <=50K
24,13, Female,0,20, <=50K
50,14, Male,7688,45, >50K
32,9, Male,0,65, <=50K
26,13, Female,0,40, <=50K
49,13, Female,0,40, <=50K
38,11, Male,0,42, <=50K
47,13, Female,6497,40, <=50K
31,10, Male,0,40, >50K
38,9, Male,0,55, <=50K
50,10, Male,0,40, >50K
18,7, Male,0,40, <=50K
